state,ida,total_works,total_sanction_amount,mean_work_amount,mean_risk_score,critical_high_count,critical_pct,state_avg_risk,risk_variance_vs_state,geographic_risk_score,geographic_reason
Telangana,MEDAK(COLLECTOR MEDAK DISTRICT),9,5854875.0,650541.6666666666,46.333333333333336,1,11.11111111111111,38.627442702050665,7.705890631282671,55.0,District and IDA parameters match regional baseline standards.
Telangana,MEDCHAL MALKAJGIRI(DISTRICT COLLECTOR MEDCHAL MALKAJGIRI_IDA),43,32489904.0,755579.1627906977,50.230232558139534,12,27.906976744186046,38.627442702050665,11.602789856088869,70.0,IDA average risk (50.2) is significantly higher than state baseline (38.6). | High concentration of flagged projects (27.9% critical/high risk).
Telangana,Mulugu(District Collector Mulugu_ida),1,499000.0,499000.0,21.9,0,0.0,38.627442702050665,-16.727442702050666,20.0,District and IDA parameters match regional baseline standards.
Telangana,NAGARKURNOOL(DISTRICT COLLECTOR NAGARKURNOOL_IDA),11,4097187.0,372471.54545454547,14.818181818181818,0,0.0,38.627442702050665,-23.809260883868845,20.0,District and IDA parameters match regional baseline standards.
Telangana,NALGONDA(DISTRICT COLLECTOR NALGONDA),74,18574996.0,251013.45945945947,18.736486486486488,1,1.3513513513513513,38.627442702050665,-19.890956215564177,20.0,District and IDA parameters match regional baseline standards.
Telangana,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),250,89317050.0,357268.2,33.4208,42,16.8,38.627442702050665,-5.206642702050665,50.0,Unusually high project concentration (250 works sanctioned).
Telangana,Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA),30,8150000.0,271666.6666666667,41.269999999999996,3,10.0,38.627442702050665,2.642557297949331,35.0,District and IDA parameters match regional baseline standards.
Telangana,Nirmal(DISTRICT COLLECTOR NIRMAL_3),48,13445000.0,280104.1666666667,36.71875,2,4.166666666666666,38.627442702050665,-1.908692702050665,20.0,District and IDA parameters match regional baseline standards.
Telangana,PEDDAPALLI(District Collector Peddapally_IDA),16,6209997.0,388124.8125,47.1875,1,6.25,38.627442702050665,8.560057297949335,40.0,District and IDA parameters match regional baseline standards.
Telangana,PRAKASAM(DISTRICT COLLECTOR PRAKASAM_IDA),4,980000.0,245000.0,36.3,0,0.0,38.627442702050665,-2.327442702050668,20.0,District and IDA parameters match regional baseline standards.
Telangana,RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),17,3320000.0,195294.11764705883,55.05882352941177,0,0.0,38.627442702050665,16.431380827361103,55.0,IDA average risk (55.1) is significantly higher than state baseline (38.6).
Telangana,RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),73,23287568.0,319007.7808219178,20.51095890410959,0,0.0,38.627442702050665,-18.116483797941076,20.0,District and IDA parameters match regional baseline standards.
Telangana,SANGAREDDY(District Collector Sangareddy_IDA),10,9705372.0,970537.2,29.4,1,10.0,38.627442702050665,-9.227442702050666,35.0,District and IDA parameters match regional baseline standards.
Telangana,SIDDIPET(District Collector Siddipet_IDA),89,32711282.0,367542.4943820225,42.69325842696629,9,10.112359550561797,38.627442702050665,4.065815724915623,45.0,District and IDA parameters match regional baseline standards.
Telangana,SURYAPET(DISTRICT COLLECTOR SURYAPET),32,7644141.0,238879.40625,56.284375,5,15.625,38.627442702050665,17.656932297949332,70.0,IDA average risk (56.3) is significantly higher than state baseline (38.6).
Telangana,VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2),161,29431686.0,182805.50310559006,38.754658385093165,1,0.6211180124223602,38.627442702050665,0.12721568304250042,30.0,Unusually high project concentration (161 works sanctioned).
Telangana,WANAPARTHY(DISTRICT COLLECTOR WANAPARTHY_IDA),8,13899512.0,1737439.0,22.1125,0,0.0,38.627442702050665,-16.514942702050664,20.0,District and IDA parameters match regional baseline standards.
Telangana,WARANGAL(District Collector Warangal_IDA),107,13664753.0,127707.97196261682,59.674766355140186,34,31.775700934579437,38.627442702050665,21.04732365308952,95.0,IDA average risk (59.7) is significantly higher than state baseline (38.6). | High concentration of flagged projects (31.8% critical/high risk).
Telangana,YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA),149,12555000.0,84261.74496644296,30.030201342281877,4,2.684563758389262,38.627442702050665,-8.597241359768788,30.0,District and IDA parameters match regional baseline standards.
Tripura,Dhalai(DISTRICT MAGISTRATE DHALAI_IDA),3,11479250.0,3826416.6666666665,62.0,1,33.33333333333333,49.775,12.225000000000001,70.0,IDA average risk (62.0) is significantly higher than state baseline (49.8). | High concentration of flagged projects (33.3% critical/high risk).
Tripura,Khowai(DISTRICT MAGISTRATE and COLLECTOR  KHOWAI_IDA),1,2500000.0,2500000.0,53.2,0,0.0,49.775,3.4250000000000043,20.0,District and IDA parameters match regional baseline standards.
Tripura,North Tripura(DISTRICT MAGISTRATE and COLLECTOR NORTH TRIPURA DISTRICT_IDA),1,5807060.0,5807060.0,78.6,1,100.0,49.775,28.824999999999996,85.0,IDA average risk (78.6) is significantly higher than state baseline (49.8). | High concentration of flagged projects (100.0% critical/high risk).
Tripura,Sepahijala(DISTRICT MAGISTRATE and COLLECTOR SIPAHIJALA_IDA),3,27701250.0,9233750.0,39.26666666666667,0,0.0,49.775,-10.508333333333326,20.0,District and IDA parameters match regional baseline standards.
Tripura,West Tripura(DISTRICT MAGISTRATE WEST TRIPURA_IDA),4,16898444.0,4224611.0,40.425,0,0.0,49.775,-9.350000000000001,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),64,93952256.0,1468004.0,19.4953125,0,0.0,29.03272544514647,-9.537412945146468,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,ALIGARH(DISTRICT MAGISTRATE ALIGARH_IDA),43,52521717.0,1221435.2790697673,17.493023255813956,0,0.0,29.03272544514647,-11.539702189332512,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA),129,40231747.0,311874.00775193796,32.26279069767442,0,0.0,29.03272544514647,3.2300652525279503,30.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,AMROHA(DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR_IDA),31,36773325.0,1186236.2903225806,14.748387096774193,0,0.0,29.03272544514647,-14.284338348372275,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA),120,50034759.0,416956.325,41.9275,0,0.0,29.03272544514647,12.894774554853534,50.0,IDA average risk (41.9) is significantly higher than state baseline (29.0).
Uttar Pradesh,AYODHYA(DISTRICT MAGISTRAE FAIZABAD_IDA),46,56122649.0,1220057.5869565217,18.53695652173913,0,0.0,29.03272544514647,-10.49576892340734,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),121,66610652.0,550501.2561983471,35.260330578512395,9,7.43801652892562,29.03272544514647,6.227605133365927,50.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,Amethi(DISTRICT MAGISTRAE AMETHI_IDA),16,24590249.0,1536890.5625,37.16875,0,0.0,29.03272544514647,8.136024554853535,40.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,BAGHPAT(DISTRICT MAGISTRATE BAGHPAT_IDA),12,7722283.0,643523.5833333334,53.64166666666667,0,0.0,29.03272544514647,24.608941221520205,55.0,IDA average risk (53.6) is significantly higher than state baseline (29.0).
Uttar Pradesh,BAHRAICH(DISTRICT MAGISTRAE BAHRAICH_IDA),42,54964393.0,1308676.0238095238,19.192857142857143,0,0.0,29.03272544514647,-9.839868302289325,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,BALLIA(DISTRICT MAGISTRAE BALLIA_IDA),153,53988157.0,352863.7712418301,48.81830065359477,41,26.797385620915033,29.03272544514647,19.7855752084483,95.0,IDA average risk (48.8) is significantly higher than state baseline (29.0). | High concentration of flagged projects (26.8% critical/high risk). | Unusually high project concentration (153 works sanctioned).
Uttar Pradesh,BALRAMPUR(DISTRICT MAGISTRATE BALRAMPUR_IDA),13,11364132.0,874164.0,13.176923076923078,0,0.0,29.03272544514647,-15.85580236822339,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,BANDA(DISTRICT MAGISTRATE BANDA_IDA),152,41354712.12,272070.4744736842,25.989473684210527,0,0.0,29.03272544514647,-3.0432517609359415,30.0,Unusually high project concentration (152 works sanctioned).
Uttar Pradesh,BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA),72,38996946.0,541624.25,32.298611111111114,24,33.33333333333333,29.03272544514647,3.265885665964646,50.0,High concentration of flagged projects (33.3% critical/high risk).
Uttar Pradesh,BASTI(DISTRICT MAGISTRATE BASTI_IDA),67,68731600.0,1025844.776119403,35.514925373134325,0,0.0,29.03272544514647,6.482199927987857,40.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,BHADOHI(DISTRICT MAGISTRATE BHADOHI_IDA),255,30675767.0,120297.12549019608,14.146274509803922,0,0.0,29.03272544514647,-14.886450935342546,35.0,Unusually high project concentration (255 works sanctioned).
Uttar Pradesh,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),237,81660655.0,344559.72573839664,19.59662447257384,12,5.063291139240507,29.03272544514647,-9.436100972572628,35.0,Unusually high project concentration (237 works sanctioned).
Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),61,108053773.0,1771373.3278688525,41.104918032786884,0,0.0,29.03272544514647,12.072192587640416,40.0,IDA average risk (41.1) is significantly higher than state baseline (29.0).
Uttar Pradesh,BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),73,67757685.0,928187.4657534247,15.621917808219179,0,0.0,29.03272544514647,-13.41080763692729,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,Bara Banki(DISTRICT MAGISTRATE BARABANKI_IDA),16,44681913.0,2792619.5625,58.0125,8,50.0,29.03272544514647,28.979774554853535,85.0,IDA average risk (58.0) is significantly higher than state baseline (29.0). | High concentration of flagged projects (50.0% critical/high risk).
Uttar Pradesh,CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA),98,39928269.0,407431.3163265306,14.986734693877551,0,0.0,29.03272544514647,-14.045990751268917,30.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,CHITRAKOOT(DISTRICT MAGISTRATE CHITRAKOOT_IDA),44,9974712.0,226698.0,32.16136363636364,0,0.0,29.03272544514647,3.1286381912171706,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,DEORIA(DISTRICT MAGISTRATE DEORIA),65,50451831.0,776182.0153846154,26.836923076923078,0,0.0,29.03272544514647,-2.19580236822339,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,ETAH(DISTRICT MAGISTRATE ETAH_IDA),100,29450312.0,294503.12,12.685,0,0.0,29.03272544514647,-16.347725445146466,30.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,ETAWAH(DISTRICT MAGISTRATE ETAWAH_IDA),105,36320426.0,345908.81904761906,17.911428571428573,0,0.0,29.03272544514647,-11.121296873717895,30.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,FARRUKHABAD(DISTRICT MAGISTRAE FARRUKHABAD_IDA),124,34041924.0,274531.6451612903,32.06935483870968,0,0.0,29.03272544514647,3.03662939356321,30.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,FATEHPUR(DISTRICT MAGISTRATE FATEHPUR_IDA),37,39935251.0,1079331.1081081082,34.2945945945946,3,8.108108108108109,29.03272544514647,5.261869149448131,40.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,FIROZABAD(DISTRICT MAGISTRATE FIROZABAD_IDA),42,96154158.0,2289384.714285714,27.87857142857143,0,0.0,29.03272544514647,-1.1541540165750384,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),31,29815651.28,961795.2025806452,16.106451612903225,0,0.0,29.03272544514647,-12.926273832243243,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,GHAZIABAD(DISTRICT MAGISTRAE GHAZIABAD_IDA),22,21618760.0,982670.9090909091,32.90909090909091,0,0.0,29.03272544514647,3.8763654639444383,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA),156,92408991.0,592365.3269230769,48.118589743589745,33,21.153846153846153,29.03272544514647,19.085864298443276,80.0,IDA average risk (48.1) is significantly higher than state baseline (29.0). | High concentration of flagged projects (21.2% critical/high risk). | Unusually high project concentration (156 works sanctioned).
Uttar Pradesh,GONDA(DISTRICT MAGISTRATE GONDA_IDA),67,69302063.0,1034359.1492537314,21.97313432835821,0,0.0,29.03272544514647,-7.059591116788258,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),11,24518500.0,2228954.5454545454,42.5,1,9.090909090909092,29.03272544514647,13.467274554853532,40.0,IDA average risk (42.5) is significantly higher than state baseline (29.0).
Uttar Pradesh,HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA),1,300000.0,300000.0,17.9,0,0.0,29.03272544514647,-11.13272544514647,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2),30,22499000.0,749966.6666666666,57.776666666666664,11,36.666666666666664,29.03272544514647,28.743941221520195,85.0,IDA average risk (57.8) is significantly higher than state baseline (29.0). | High concentration of flagged projects (36.7% critical/high risk).
Uttar Pradesh,HAPUR(DISTRICT MAGISTRATE HAPUR_IDA),30,19890209.0,663006.9666666667,16.996666666666666,0,0.0,29.03272544514647,-12.036058778479802,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,HARDOI(DISTRICT MAGISTRATE HARDOI_IDA),12,48884859.0,4073738.25,55.958333333333336,4,33.33333333333333,29.03272544514647,26.925607888186867,85.0,IDA average risk (56.0) is significantly higher than state baseline (29.0). | High concentration of flagged projects (33.3% critical/high risk).
Uttar Pradesh,HATHRAS(DISTRICT MAGISTRATE HATHRAS_IDA),18,25780958.0,1432275.4444444445,21.799999999999997,0,0.0,29.03272544514647,-7.232725445146471,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),115,27945000.0,243000.0,75.4095652173913,115,100.0,29.03272544514647,46.376839772244836,95.0,IDA average risk (75.4) is significantly higher than state baseline (29.0). | High concentration of flagged projects (100.0% critical/high risk).
Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),1330,70077927.0,52690.17067669173,25.607293233082704,54,4.06015037593985,29.03272544514647,-3.4254322120637646,35.0,Unusually high project concentration (1330 works sanctioned).
Uttar Pradesh,JHANSI(DISTRICT MAGISTRAE JHANSI_IDA),64,31534564.0,492727.5625,30.884375000000002,16,25.0,29.03272544514647,1.8516495548535339,50.0,High concentration of flagged projects (25.0% critical/high risk).
Uttar Pradesh,KANNAUJ(DISTRICT MAGISTRATE KANNAUJ_IDA),8,5014578.0,626822.25,46.4875,1,12.5,29.03272544514647,17.45477455485353,70.0,IDA average risk (46.5) is significantly higher than state baseline (29.0).
Uttar Pradesh,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),54,17294132.8,320261.71851851855,60.257407407407406,20,37.03703703703704,29.03272544514647,31.224681962260938,85.0,IDA average risk (60.3) is significantly higher than state baseline (29.0). | High concentration of flagged projects (37.0% critical/high risk).
Uttar Pradesh,KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA),68,98522484.0,1448860.0588235294,16.266176470588235,0,0.0,29.03272544514647,-12.766548974558233,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,KAUSHAMBI(DISTRICT MAGISTRAE KAUSHAMBI_IDA),238,17594406.0,73926.0756302521,35.12773109243698,8,3.361344537815126,29.03272544514647,6.095005647290513,55.0,Unusually high project concentration (238 works sanctioned).
Uttar Pradesh,KHERI(DISTRICT MAGISTRAE KHERI_IDA),278,67754768.0,243722.1870503597,25.536690647482015,0,0.0,29.03272544514647,-3.4960347976644535,35.0,Unusually high project concentration (278 works sanctioned).
Uttar Pradesh,Kasganj(DISTRICT MAGISTRATE KASGANJ KANSHIRAMNAGAR_IDA),115,27707023.0,240930.6347826087,25.49217391304348,0,0.0,29.03272544514647,-3.540551532102988,30.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),130,59179902.0,455230.0153846154,44.33769230769231,7,5.384615384615385,29.03272544514647,15.30496686254584,65.0,IDA average risk (44.3) is significantly higher than state baseline (29.0).
Uttar Pradesh,LALITPUR(DISTRICT MAGISTRATE LALITPUR_IDA),36,20002028.0,555611.8888888889,13.102777777777778,0,0.0,29.03272544514647,-15.92994766736869,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),98,61125092.0,623725.4285714285,18.201020408163266,0,0.0,29.03272544514647,-10.831705036983202,30.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,MAHOBA(DISTRICT MAGISTRAE MAHOBA_IDA),42,23729000.0,564976.1904761905,61.06666666666666,12,28.57142857142857,29.03272544514647,32.033941221520195,85.0,IDA average risk (61.1) is significantly higher than state baseline (29.0). | High concentration of flagged projects (28.6% critical/high risk).
Uttar Pradesh,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),43,34365797.0,799204.5813953489,39.91627906976744,1,2.3255813953488373,29.03272544514647,10.883553624620973,40.0,IDA average risk (39.9) is significantly higher than state baseline (29.0).
Uttar Pradesh,MATHURA(DISTRICT MAGISTRAE MATHURA_IDA),14,19041641.0,1360117.2142857143,22.442857142857143,0,0.0,29.03272544514647,-6.589868302289325,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,MAU(DISTRICT MAGISTRATE MAU_IDA),94,34581497.0,367888.2659574468,39.23297872340426,0,0.0,29.03272544514647,10.20025327825779,50.0,IDA average risk (39.2) is significantly higher than state baseline (29.0).
Uttar Pradesh,MEERUT(DISTRICT MAGISTRATE MEERUT_IDA),96,65073379.0,677847.6979166666,39.422916666666666,13,13.541666666666666,29.03272544514647,10.390191221520197,65.0,IDA average risk (39.4) is significantly higher than state baseline (29.0).
Uttar Pradesh,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),2,7543000.0,3771500.0,45.599999999999994,0,0.0,29.03272544514647,16.567274554853526,55.0,IDA average risk (45.6) is significantly higher than state baseline (29.0).
Uttar Pradesh,MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA),75,17318520.0,230913.6,20.35333333333333,0,0.0,29.03272544514647,-8.679392111813137,30.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),96,60034392.0,625358.25,41.146875,9,9.375,29.03272544514647,12.114149554853533,50.0,IDA average risk (41.1) is significantly higher than state baseline (29.0).
Uttar Pradesh,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),23,48894284.0,2125838.434782609,26.85217391304348,0,0.0,29.03272544514647,-2.1805515321029887,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),209,24851119.0,118904.87559808613,27.36937799043062,0,0.0,29.03272544514647,-1.663347454715847,35.0,Unusually high project concentration (209 works sanctioned).
Uttar Pradesh,PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),153,55556499.0,363114.3725490196,34.39281045751633,3,1.9607843137254901,29.03272544514647,5.360085012369865,50.0,Unusually high project concentration (153 works sanctioned).
Uttar Pradesh,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),107,22388799.0,209241.1121495327,18.40747663551402,1,0.9345794392523363,29.03272544514647,-10.625248809632449,30.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,RAMPUR(DISTRICT MAGISTRATE RAMPUR_IDA),96,35257622.0,367266.8958333333,14.451041666666667,0,0.0,29.03272544514647,-14.581683778479801,30.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,SAHARANPUR(DISTRICT MAGISTRAE SAHARANPUR_IDA),82,71637420.0,873627.0731707317,14.984146341463415,0,0.0,29.03272544514647,-14.048579103683053,30.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,SAMBHAL(DISTRICT MAGISTRAE BHIMNAGAR SAMBHAL_IDA),7,10234000.0,1462000.0,38.028571428571425,0,0.0,29.03272544514647,8.995845983424957,40.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),4,97143000.0,24285750.0,52.25,0,0.0,29.03272544514647,23.21727455485353,55.0,IDA average risk (52.2) is significantly higher than state baseline (29.0).
Uttar Pradesh,SHAMLI(DISTRICT MAGISTRATE SHAMLI_IDA),7,9688973.0,1384139.0,40.214285714285715,1,14.285714285714285,29.03272544514647,11.181560269139247,55.0,IDA average risk (40.2) is significantly higher than state baseline (29.0).
Uttar Pradesh,SITAPUR(DISTRICT MAGISTRATE SITAPUR_IDA),88,124885333.33,1419151.5151136364,56.69772727272727,2,2.272727272727273,29.03272544514647,27.665001827580802,65.0,IDA average risk (56.7) is significantly higher than state baseline (29.0).
Uttar Pradesh,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),93,30645890.0,329525.6989247312,46.245161290322585,0,0.0,29.03272544514647,17.212435845176117,65.0,IDA average risk (46.2) is significantly higher than state baseline (29.0).
Uttar Pradesh,SULTANPUR(DISTRICT MAGISTRATE SULTANPUR_IDA),14,55400703.0,3957193.0714285714,47.542857142857144,1,7.142857142857142,29.03272544514647,18.510131697710676,55.0,IDA average risk (47.5) is significantly higher than state baseline (29.0).
Uttar Pradesh,Sant Kabir Nagar(DISTRICT MAGISTRATE SANT KABIR NAGAR_2),3,3498365.0,1166121.6666666667,41.63333333333333,0,0.0,29.03272544514647,12.600607888186865,40.0,IDA average risk (41.6) is significantly higher than state baseline (29.0).
Uttar Pradesh,UNNAO(DISTRICT MAGIISTRATE UNNAO_IDA),49,52072908.0,1062712.4081632653,25.912244897959184,0,0.0,29.03272544514647,-3.1204805471872845,20.0,District and IDA parameters match regional baseline standards.
Uttar Pradesh,VARANASI(DISTRICT MAGISTRAE VARANASI_IDA),317,56549804.0,178390.54889589906,13.504416403785488,0,0.0,29.03272544514647,-15.52830904136098,35.0,Unusually high project concentration (317 works sanctioned).
Uttarakhand,AGRA(DISTRICT MAGISTRAE AGRA_IDA),15,7985171.0,532344.7333333333,19.533333333333335,0,0.0,44.36695652173913,-24.83362318840579,20.0,District and IDA parameters match regional baseline standards.
Uttarakhand,ALMORA(DISTRICT MAGISTRATE ALMORA_IDA),2,1500000.0,750000.0,46.25,0,0.0,44.36695652173913,1.8830434782608734,20.0,District and IDA parameters match regional baseline standards.
Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),43,14888093.0,346234.72093023255,29.05348837209302,1,2.3255813953488373,44.36695652173913,-15.313468149646106,20.0,District and IDA parameters match regional baseline standards.
Uttarakhand,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),106,26936185.0,254114.95283018867,50.089622641509436,38,35.84905660377358,44.36695652173913,5.7226661197703095,80.0,High concentration of flagged projects (35.8% critical/high risk).
Uttarakhand,"PITHORAGARH(NRLM , pithoragarh)",1,200000.0,200000.0,43.3,0,0.0,44.36695652173913,-1.0669565217391295,20.0,District and IDA parameters match regional baseline standards.
Uttarakhand,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),29,15970000.0,550689.6551724138,44.57241379310344,9,31.03448275862069,44.36695652173913,0.2054572713643168,50.0,High concentration of flagged projects (31.0% critical/high risk).
Uttarakhand,Udham Singh Nagar(DISTRICT MAGISTRATE UDHAMSINGH NAGAR_IDA),33,10523145.0,318883.1818181818,57.2939393939394,8,24.242424242424242,44.36695652173913,12.92698287220027,55.0,IDA average risk (57.3) is significantly higher than state baseline (44.4). | High concentration of flagged projects (24.2% critical/high risk).
Uttarakhand,Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA),1,198692.0,198692.0,33.5,0,0.0,44.36695652173913,-10.866956521739127,20.0,District and IDA parameters match regional baseline standards.
West Bengal,Alipurduar(DISTRICT MAGISTRATE ALIPURDUARS_IDA),39,34957408.2,896343.8,38.284615384615385,0,0.0,35.953624999999995,2.33099038461539,20.0,District and IDA parameters match regional baseline standards.
West Bengal,BANKURA(DISTRICT MAGISTRATE BANKURA_IDA),87,111449207.0,1281025.367816092,49.203448275862065,28,32.18390804597701,35.953624999999995,13.24982327586207,80.0,IDA average risk (49.2) is significantly higher than state baseline (36.0). | High concentration of flagged projects (32.2% critical/high risk).
West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),147,163631673.6,1113140.6367346938,25.510204081632654,7,4.761904761904762,35.953624999999995,-10.443420918367341,30.0,District and IDA parameters match regional baseline standards.
West Bengal,Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA),39,32035060.0,821411.7948717949,55.707692307692305,0,0.0,35.953624999999995,19.75406730769231,55.0,IDA average risk (55.7) is significantly higher than state baseline (36.0).
West Bengal,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),80,42932986.0,536662.325,49.2525,16,20.0,35.953624999999995,13.298875000000002,65.0,IDA average risk (49.3) is significantly higher than state baseline (36.0). | High concentration of flagged projects (20.0% critical/high risk).
West Bengal,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),79,40133854.0,508023.4683544304,17.88481012658228,0,0.0,35.953624999999995,-18.068814873417715,30.0,District and IDA parameters match regional baseline standards.
West Bengal,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),158,98351476.0,622477.6962025317,26.52151898734177,6,3.79746835443038,35.953624999999995,-9.432106012658224,30.0,Unusually high project concentration (158 works sanctioned).
West Bengal,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),106,66441515.0,626806.7452830189,24.55943396226415,5,4.716981132075472,35.953624999999995,-11.394191037735844,30.0,District and IDA parameters match regional baseline standards.
West Bengal,JALPAIGURI(DISTRICT MAGISTRATE JALPAIGURI_IDA),5,8257652.0,1651530.4,45.660000000000004,2,40.0,35.953624999999995,9.706375000000008,70.0,High concentration of flagged projects (40.0% critical/high risk).
West Bengal,Jhargram(DISTRICT MAGISTRATE JHARGRAM_IDA),26,44736381.0,1720630.0384615385,30.692307692307693,0,0.0,35.953624999999995,-5.261317307692302,20.0,District and IDA parameters match regional baseline standards.
West Bengal,KALIMPONG(District Magistrate Kalimpong_IDA),25,13138507.0,525540.28,38.592,0,0.0,35.953624999999995,2.6383750000000035,20.0,District and IDA parameters match regional baseline standards.
West Bengal,KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),85,97409509.0,1145994.2235294117,27.51411764705882,0,0.0,35.953624999999995,-8.439507352941174,30.0,District and IDA parameters match regional baseline standards.
West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),228,49817626.0,218498.3596491228,41.718859649122805,2,0.8771929824561403,35.953624999999995,5.76523464912281,55.0,Unusually high project concentration (228 works sanctioned).
