node_id,label,type,work_count,total_amount,avg_risk,critical_count,degree_centrality,agency_network_score
IDA:Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),IDA,87,48599620.0,18.2,2,0.0012,30.0
IDA:SURENDRANAGAR(DISTRICT COLLECTOR SURENDRANAGAR_IDA),SURENDRANAGAR(DISTRICT COLLECTOR SURENDRANAGAR_IDA),IDA,49,24725299.0,32.7,2,0.0006,30.0
IDA:Nirmal(DISTRICT COLLECTOR NIRMAL_3),Nirmal(DISTRICT COLLECTOR NIRMAL_3),IDA,48,13445000.0,36.7,2,0.0006,30.0
IDA:SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA),SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA),IDA,6,1450000.0,41.3,2,0.0006,30.0
IDA:BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA),BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA),IDA,28,13100000.0,43.3,2,0.0006,30.0
IDA:JALPAIGURI(DISTRICT MAGISTRATE JALPAIGURI_IDA),JALPAIGURI(DISTRICT MAGISTRATE JALPAIGURI_IDA),IDA,5,8257652.0,45.7,2,0.0006,30.0
IDA:GANDHINAGAR(DISTRICT COLLECTOR GANDHINAGAR_IDA),GANDHINAGAR(DISTRICT COLLECTOR GANDHINAGAR_IDA),IDA,92,36077192.0,37.4,4,0.0018,30.0
IDA:FATEHPUR(DISTRICT MAGISTRATE FATEHPUR_IDA),FATEHPUR(DISTRICT MAGISTRATE FATEHPUR_IDA),IDA,37,39935251.0,34.3,3,0.0006,30.0
IDA:AMRELI(DISTRICT COLLECTOR AMRELI_IDA),AMRELI(DISTRICT COLLECTOR AMRELI_IDA),IDA,95,35153475.0,34.5,3,0.0006,30.0
IDA:DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),IDA,24,11770363.0,34.0,3,0.0012,30.0
IDA:Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA),Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA),IDA,9,1710440.0,47.4,3,0.0006,30.0
IDA:SOUTH SALMARA MANCACHAR(Deputy Commissioner South Salmara Mankachar_IDA),SOUTH SALMARA MANCACHAR(Deputy Commissioner South Salmara Mankachar_IDA),IDA,8,4300000.0,48.6,2,0.0006,30.0
IDA:JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),IDA,19,15250491.0,23.6,3,0.0006,30.0
IDA:KACHCHH(DISTRICT COLLECTOR KUTCH_IDA),KACHCHH(DISTRICT COLLECTOR KUTCH_IDA),IDA,75,30006195.0,39.4,2,0.0006,30.0
IDA:KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),IDA,111,21491250.0,26.4,2,0.0006,30.0
IDA:THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),IDA,93,55529092.0,26.8,4,0.0018,30.0
IDA:RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),IDA,51,23249589.0,24.2,4,0.0006,30.0
IDA:ALWAR(DISTRICT COLLECTOR ALWAR_IDA),ALWAR(DISTRICT COLLECTOR ALWAR_IDA),IDA,63,55914434.1,29.6,2,0.0012,30.0
IDA:DEWAS(DISTRICT COLLECTOR DEWAS_IDA),DEWAS(DISTRICT COLLECTOR DEWAS_IDA),IDA,17,12850000.0,43.2,3,0.0018,30.0
IDA:Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),IDA,17,31683559.0,41.4,3,0.0006,30.0
IDA:TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),IDA,195,89764811.0,26.5,2,0.0012,30.0
IDA:PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),PRAYAGRAJ(DISTRICT MAGISTRAE ALLAHABAD_IDA),IDA,153,55556499.0,34.4,3,0.0025,30.0
IDA:RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),RAIPUR(DISTRICT COLLECTOR RAIPUR_IDA),IDA,54,37340636.0,32.9,4,0.0006,30.0
IDA:CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),IDA,158,59684370.0,22.5,4,0.0012,30.0
IDA:JALNA(DISTRICT COLLECTOR JALNA_IDA),JALNA(DISTRICT COLLECTOR JALNA_IDA),IDA,37,34391000.0,34.7,2,0.0012,30.0
IDA:SHIVPURI(District Collector Shivpuri_IDA),SHIVPURI(District Collector Shivpuri_IDA),IDA,20,18034764.0,27.8,4,0.0006,30.0
IDA:IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA),IDUKKI(DISTRICT COLLECTOR IDUKKI_IDA),IDA,54,56506886.0,37.3,2,0.0006,30.0
IDA:RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA),RAJKOT(DISTRICT COLLECTOR RAJKOT_IDA),IDA,99,37704350.0,30.7,3,0.0012,30.0
IDA:ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),IDA,26,17812620.0,45.7,4,0.0006,30.0
IDA:SONIPAT(DEPUTY COMMISSIONER SONEPAT_IDA),SONIPAT(DEPUTY COMMISSIONER SONEPAT_IDA),IDA,18,11651000.0,44.0,2,0.0006,30.0
IDA:SIDHI(DISTRICT COLLECTOR SIDHI_IDA),SIDHI(DISTRICT COLLECTOR SIDHI_IDA),IDA,118,41925955.0,35.4,3,0.0006,30.0
IDA:Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA),Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA),IDA,76,35892116.0,39.9,3,0.0012,30.0
IDA:BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),IDA,20,22885096.0,39.7,2,0.0006,30.0
IDA:GIRIDIH(Deputy Commissioner Giridh_IDA),GIRIDIH(Deputy Commissioner Giridh_IDA),IDA,111,25704174.0,38.6,2,0.0012,30.0
IDA:MAMIT(DEPUTY COMMISSIONER MAMIT),MAMIT(DEPUTY COMMISSIONER MAMIT),IDA,34,17440000.0,30.7,2,0.0006,30.0
IDA:SURGUJA(Collector Surguja_IDA),SURGUJA(Collector Surguja_IDA),IDA,71,22922984.0,22.1,4,0.0006,30.0
IDA:NADIA(DISTRICT MAGISTRATE NADIA_IDA),NADIA(DISTRICT MAGISTRATE NADIA_IDA),IDA,160,116833066.0,32.8,4,0.0018,30.0
IDA:JORHAT(DEPUTY COMMISSIONER JORHAT_IDA),JORHAT(DEPUTY COMMISSIONER JORHAT_IDA),IDA,64,14000000.0,42.9,3,0.0006,30.0
IDA:KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),IDA,116,45476437.0,37.3,4,0.0018,30.0
IDA:AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),IDA,65,69963000.0,37.7,4,0.0006,30.0
IDA:Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA),Ahmedabad(DISTRICT COLLECTOR AHMADABAD_IDA),IDA,89,51234198.0,31.6,2,0.0031,30.0
IDA:SURAT(DISTRICT COLLECTOR SURAT_IDA),SURAT(DISTRICT COLLECTOR SURAT_IDA),IDA,138,39331659.0,29.8,2,0.0018,30.0
IDA:Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),IDA,127,39182035.0,19.8,4,0.0012,30.0
IDA:YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA),YADADRI BHUVANAGIRI(DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA),IDA,149,12555000.0,30.0,4,0.0006,30.0
IDA:KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),KAIMUR (BHABUA)(DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA),IDA,81,67390644.0,29.3,2,0.0012,30.0
IDA:KULLU(DEPUTY COMMISSIONER KULLU_IDA),KULLU(DEPUTY COMMISSIONER KULLU_IDA),IDA,12,8693740.0,37.8,1,0.0006,15.0
IDA:SAMBA(Deputy Commissioner Samba_IDA),SAMBA(Deputy Commissioner Samba_IDA),IDA,2,645500.0,23.0,0,0.0006,15.0
IDA:SIMDEGA(Deputy Commissioner simdega_IDA),SIMDEGA(Deputy Commissioner simdega_IDA),IDA,18,11500000.0,29.9,0,0.0006,15.0
IDA:MANDI(DEPUTY COMMISSIONER MANDI_IDA),MANDI(DEPUTY COMMISSIONER MANDI_IDA),IDA,80,18688344.0,28.8,1,0.0006,15.0
IDA:NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA),NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA),IDA,59,21149652.0,27.2,1,0.0006,15.0
IDA:SARAN(DISTRICT PLANNING OFFICE SARAN CHAPRA_IDA),SARAN(DISTRICT PLANNING OFFICE SARAN CHAPRA_IDA),IDA,6,12000000.0,17.4,0,0.0006,15.0
IDA:DIBRUGARH(DEPUTY COMMISSIONER DIBRUGARH_IDA),DIBRUGARH(DEPUTY COMMISSIONER DIBRUGARH_IDA),IDA,12,10500000.0,49.4,1,0.0006,15.0
IDA:NAMSAI(Deputy Commisioner Namsai_IDA),NAMSAI(Deputy Commisioner Namsai_IDA),IDA,8,6495613.0,12.9,0,0.0006,15.0
IDA:Shahid Bhagat Singh Nagar(Deputy Commissioner Shahid Bhagat Singh Nagar_ida),Shahid Bhagat Singh Nagar(Deputy Commissioner Shahid Bhagat Singh Nagar_ida),IDA,41,16041741.0,22.1,0,0.0006,15.0
IDA:KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA),KRISHNAGIRI(DISTRICT COLLECTOR KRISHNAGIRI_IDA),IDA,43,37274009.0,20.2,1,0.0006,15.0
IDA:BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),IDA,34,15378620.0,32.4,0,0.0006,15.0
IDA:Kotputli-Behror(DISTRICT COLLECTOR Kotputli Behror_IDA),Kotputli-Behror(DISTRICT COLLECTOR Kotputli Behror_IDA),IDA,2,2500000.0,27.2,0,0.0012,15.0
IDA:KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),IDA,42,38882540.0,27.6,0,0.0006,15.0
IDA:PANIPAT(DC CUM NODAL OFFICER MPLADS),PANIPAT(DC CUM NODAL OFFICER MPLADS),IDA,5,9122972.0,43.0,0,0.0006,15.0
IDA:Sepahijala(DISTRICT MAGISTRATE and COLLECTOR SIPAHIJALA_IDA),Sepahijala(DISTRICT MAGISTRATE and COLLECTOR SIPAHIJALA_IDA),IDA,3,27701250.0,39.3,0,0.0006,15.0
IDA:PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),IDA,48,37399974.0,18.1,0,0.0006,15.0
IDA:KOTA(DISTRICT COLLECTOR KOTA_IDA),KOTA(DISTRICT COLLECTOR KOTA_IDA),IDA,16,13595169.0,28.5,0,0.0006,15.0
IDA:BANDA(DISTRICT MAGISTRATE BANDA_IDA),BANDA(DISTRICT MAGISTRATE BANDA_IDA),IDA,152,41354712.12000001,26.0,0,0.0012,15.0
IDA:NARMADA(DISTRICT COLLECTOR NARMADA_IDA),NARMADA(DISTRICT COLLECTOR NARMADA_IDA),IDA,18,4721043.0,27.7,0,0.0006,15.0
IDA:BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),BULANDSHAHR(DISTRICT MAGISTRATE BULANDSHAHR_IDA),IDA,73,67757685.0,15.6,0,0.0012,15.0
IDA:Jaipur Gramin(DISTRICT COLLECTOR Jaipur Gramin_IDA),Jaipur Gramin(DISTRICT COLLECTOR Jaipur Gramin_IDA),IDA,2,3000000.0,31.9,0,0.0012,15.0
IDA:Jajpur(DISTRICT COLLECTOR JAJPUR_IDA),Jajpur(DISTRICT COLLECTOR JAJPUR_IDA),IDA,7,1650000.0,31.1,0,0.0006,15.0
IDA:MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),IDA,62,31600000.0,42.8,1,0.0012,15.0
IDA:Deeg(DISTRICT COLLECTOR Deeg_IDA),Deeg(DISTRICT COLLECTOR Deeg_IDA),IDA,16,6949858.0,34.9,0,0.0006,15.0
IDA:MALKANGIRI(District Collector Malkangiri_IDA),MALKANGIRI(District Collector Malkangiri_IDA),IDA,7,4000000.0,49.0,0,0.0006,15.0
IDA:ALMORA(DISTRICT MAGISTRATE ALMORA_IDA),ALMORA(DISTRICT MAGISTRATE ALMORA_IDA),IDA,2,1500000.0,46.2,0,0.0006,15.0
IDA:NAVSARI(DISTRICT COLLECTOR NAVSARI_IDA),NAVSARI(DISTRICT COLLECTOR NAVSARI_IDA),IDA,206,48469976.0,21.0,0,0.0012,15.0
IDA:NAGARKURNOOL(DISTRICT COLLECTOR NAGARKURNOOL_IDA),NAGARKURNOOL(DISTRICT COLLECTOR NAGARKURNOOL_IDA),IDA,11,4097187.0,14.8,0,0.0012,15.0
IDA:EAST SIANG(Deputy Commisioner East Siang_IDA),EAST SIANG(Deputy Commisioner East Siang_IDA),IDA,18,17800000.0,33.0,0,0.0006,15.0
IDA:DAMOH(DISTRICT COLLECTOR DAMOH_IDA),DAMOH(DISTRICT COLLECTOR DAMOH_IDA),IDA,76,23290670.0,15.4,0,0.0006,15.0
IDA:CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA),CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA),IDA,98,39928269.0,15.0,0,0.0012,15.0
IDA:MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA),MORADABAD(DISTRICT MAGISTRATE MORADABAD_IDA),IDA,75,17318520.0,20.4,0,0.0006,15.0
IDA:SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),IDA,93,30645890.0,46.2,0,0.0006,15.0
IDA:BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),BOKARO(DEPUTY COMMISSIONER BOKARO_IDA),IDA,372,22990000.0,31.4,0,0.0006,15.0
IDA:Balotra(DISTRICT COLLECTOR Balotra_IDA),Balotra(DISTRICT COLLECTOR Balotra_IDA),IDA,43,20335765.0,26.3,1,0.0006,15.0
IDA:KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA),IDA,85,97409509.0,27.5,0,0.0025,15.0
IDA:Salumbar(DISTRICT COLLECTOR Salumbar_IDA),Salumbar(DISTRICT COLLECTOR Salumbar_IDA),IDA,3,1793000.0,48.1,1,0.0006,15.0
IDA:West Tripura(DISTRICT MAGISTRATE WEST TRIPURA_IDA),West Tripura(DISTRICT MAGISTRATE WEST TRIPURA_IDA),IDA,4,16898444.0,40.4,0,0.0006,15.0
IDA:Khairthal-Tijara(DISTRICT COLLECTOR KHAIRTHAL TIJARA_IDA),Khairthal-Tijara(DISTRICT COLLECTOR KHAIRTHAL TIJARA_IDA),IDA,5,6713652.0,36.4,0,0.0006,15.0
IDA:DHAMTARI(DISTRICT COLLECTOR DHAMTARI_IDA),DHAMTARI(DISTRICT COLLECTOR DHAMTARI_IDA),IDA,9,7098424.0,26.9,0,0.0012,15.0
IDA:PRAKASAM(DISTRICT COLLECTOR PRAKASAM_IDA),PRAKASAM(DISTRICT COLLECTOR PRAKASAM_IDA),IDA,7,5085400.0,37.4,0,0.0012,15.0
IDA:Shahpura(DISTRICT COLLECTOR Shahpura_IDA),Shahpura(DISTRICT COLLECTOR Shahpura_IDA),IDA,54,23690182.0,25.5,0,0.0006,15.0
IDA:RATLAM(District Collector Ratlam_IDA),RATLAM(District Collector Ratlam_IDA),IDA,36,19892120.0,28.3,0,0.0012,15.0
IDA:DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),IDA,38,23950000.0,40.8,0,0.0006,15.0
IDA:THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),IDA,180,64527443.0,33.0,1,0.0012,15.0
IDA:DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA),DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA),IDA,37,49194835.0,37.1,1,0.0012,15.0
IDA:BISHNUPUR(Deputy Commissioner Bishnupur_ida),BISHNUPUR(Deputy Commissioner Bishnupur_ida),IDA,4,10000000.0,22.4,0,0.0012,15.0
IDA:DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA),DEOGHAR(DEPUTY COMMISSIONER DEOGHAR_IDA),IDA,21,7785510.0,30.2,0,0.0012,15.0
IDA:MALERKOTLA(Deputy Commissioner Malerkotla_IDA),MALERKOTLA(Deputy Commissioner Malerkotla_IDA),IDA,4,3396215.0,25.0,0,0.0012,15.0
IDA:MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA),MADHEPURA(DISTRICT PLANNING OFFICER MADHEPURA_IDA),IDA,2,2846625.0,26.2,0,0.0012,15.0
IDA:SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),SIRSA(DEPUTY COMMISSIONER SIRSA_IDA),IDA,5,4529844.0,27.3,0,0.0006,15.0
IDA:LONGDING(Deputy Commisioner Longding_IDA),LONGDING(Deputy Commisioner Longding_IDA),IDA,3,3000000.0,12.9,0,0.0006,15.0
IDA:VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA),VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA),IDA,37,22331649.0,17.7,0,0.0006,15.0
IDA:Vijayanagara(DEPUTY COMMISSIONER VIJAYANAGARA_IDA),Vijayanagara(DEPUTY COMMISSIONER VIJAYANAGARA_IDA),IDA,5,9600000.0,47.1,1,0.0012,15.0
IDA:LOWER DIBANG VALLEY(Deputy Commisioner Lower Dibang Valley_IDA),LOWER DIBANG VALLEY(Deputy Commisioner Lower Dibang Valley_IDA),IDA,7,8100000.0,20.4,0,0.0006,15.0
IDA:SIANG(Deputy Commisioner Siang_IDA),SIANG(Deputy Commisioner Siang_IDA),IDA,2,2000000.0,30.8,0,0.0006,15.0
IDA:KATNI(District Collector Katni_IDA),KATNI(District Collector Katni_IDA),IDA,2,1300000.0,21.0,0,0.0006,15.0
IDA:TIRAP(DEPUTY COMMISSIONER TIRAP_IDA),TIRAP(DEPUTY COMMISSIONER TIRAP_IDA),IDA,1,1000000.0,12.9,0,0.0006,15.0
IDA:WANAPARTHY(DISTRICT COLLECTOR WANAPARTHY_IDA),WANAPARTHY(DISTRICT COLLECTOR WANAPARTHY_IDA),IDA,8,13899512.0,22.1,0,0.0012,15.0
IDA:UNNAO(DISTRICT MAGIISTRATE UNNAO_IDA),UNNAO(DISTRICT MAGIISTRATE UNNAO_IDA),IDA,49,52072908.0,25.9,0,0.0006,15.0
IDA:RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),IDA,100,78784100.0,26.6,0,0.0018,15.0
IDA:Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),IDA,15,35966597.0,23.6,0,0.0006,15.0
IDA:Dangs(DISTRICT COLLECTOR DANG_IDA),Dangs(DISTRICT COLLECTOR DANG_IDA),IDA,9,6078565.0,38.1,0,0.0006,15.0
IDA:VALSAD(DISTRICT COLLECTOR VALSAD_IDA),VALSAD(DISTRICT COLLECTOR VALSAD_IDA),IDA,37,17268574.0,16.8,0,0.0006,15.0
IDA:Mahisagar(COLLECTOR MAHISAGAR_IDA),Mahisagar(COLLECTOR MAHISAGAR_IDA),IDA,35,5550000.0,35.9,1,0.0012,15.0
IDA:KALLAKURICHI(District Collector Kallakurichi_IDA),KALLAKURICHI(District Collector Kallakurichi_IDA),IDA,49,41165651.0,19.0,0,0.0012,15.0
IDA:Balrampur-Ramanujganj(District Collector BALRAMPUR_IDA),Balrampur-Ramanujganj(District Collector BALRAMPUR_IDA),IDA,19,15942146.0,40.5,0,0.0006,15.0
IDA:LOHIT(DEPUTY COMMISSIONER LOHIT_IDA),LOHIT(DEPUTY COMMISSIONER LOHIT_IDA),IDA,3,2600000.0,34.2,0,0.0006,15.0
IDA:ANANTNAG(DEPUTY COMMISSIONER ANANTNAG_IDA),ANANTNAG(DEPUTY COMMISSIONER ANANTNAG_IDA),IDA,5,16869900.0,42.4,0,0.0006,15.0
IDA:ANJAW(Deputy Commisioner Anjaw_IDA),ANJAW(Deputy Commisioner Anjaw_IDA),IDA,2,4000000.0,35.5,0,0.0006,15.0
IDA:JHABUA(DISTRICT COLLECTOR JHABUA_IDA),JHABUA(DISTRICT COLLECTOR JHABUA_IDA),IDA,22,12482389.0,21.6,0,0.0006,15.0
IDA:BHOJPUR(DISTRICT PLANNING OFFICER BHOJPUR ARRAH_IDA),BHOJPUR(DISTRICT PLANNING OFFICER BHOJPUR ARRAH_IDA),IDA,7,8545137.0,40.2,0,0.0006,15.0
IDA:SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),IDA,5,13735928.0,47.9,0,0.0006,15.0
IDA:CHURU(DISTRICT COLLECTOR CHURU_IDA),CHURU(DISTRICT COLLECTOR CHURU_IDA),IDA,45,43296130.0,30.0,0,0.0006,15.0
IDA:SAKTI(COLLECTOR SAKTI_IDA),SAKTI(COLLECTOR SAKTI_IDA),IDA,40,32118740.0,17.0,1,0.0006,15.0
IDA:PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),IDA,43,47042670.0,30.1,1,0.0012,15.0
IDA:GANDERBAL(Deputy Commissioner Ganderbal_IDA),GANDERBAL(Deputy Commissioner Ganderbal_IDA),IDA,2,365998.0,35.9,0,0.0006,15.0
IDA:Tirupathur(District Collector Tirupathur_IDA),Tirupathur(District Collector Tirupathur_IDA),IDA,36,18972307.0,35.9,1,0.0006,15.0
IDA:Mulugu(District Collector Mulugu_ida),Mulugu(District Collector Mulugu_ida),IDA,1,499000.0,21.9,0,0.0006,15.0
IDA:SINDHUDURG(DISTRICT COLLECTOR SINDHUDURG_IDA),SINDHUDURG(DISTRICT COLLECTOR SINDHUDURG_IDA),IDA,17,16028433.0,43.4,1,0.0006,15.0
IDA:REWARI(District Commissioner Rewari),REWARI(District Commissioner Rewari),IDA,12,13107691.0,27.9,0,0.0025,15.0
IDA:LALITPUR(DISTRICT MAGISTRATE LALITPUR_IDA),LALITPUR(DISTRICT MAGISTRATE LALITPUR_IDA),IDA,36,20002028.0,13.1,0,0.0006,15.0
IDA:PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),IDA,34,30867977.0,23.3,0,0.0006,15.0
IDA:LOHARDAGA(DEPUTY COMMISSIONER LOHARDAGA_IDA),LOHARDAGA(DEPUTY COMMISSIONER LOHARDAGA_IDA),IDA,42,18972600.0,28.7,0,0.0006,15.0
IDA:GUMLA(DEPUTY COMMISSIONER GUMLA_IDA),GUMLA(DEPUTY COMMISSIONER GUMLA_IDA),IDA,39,19236065.0,30.3,1,0.0006,15.0
IDA:KALIMPONG(District Magistrate Kalimpong_IDA),KALIMPONG(District Magistrate Kalimpong_IDA),IDA,25,13138507.0,38.6,0,0.0006,15.0
IDA:MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),IDA,2,7543000.0,45.6,0,0.0006,15.0
IDA:BHADRADRI KOTHAGUDEM(District Collector Bhadradri Ktdm_IDA),BHADRADRI KOTHAGUDEM(District Collector Bhadradri Ktdm_IDA),IDA,2,999000.0,16.4,0,0.0012,15.0
IDA:MANCHERIAL(District Collector Mancherial_IDA),MANCHERIAL(District Collector Mancherial_IDA),IDA,4,5850000.0,27.7,0,0.0006,15.0
IDA:BEGUSARAI(DISTRICT PLANNING OFFICER BEGUSARAI_IDA),BEGUSARAI(DISTRICT PLANNING OFFICER BEGUSARAI_IDA),IDA,30,39205522.0,24.5,0,0.0006,15.0
IDA:KUPWARA(Deputy Commissioner Kupwara_IDA),KUPWARA(Deputy Commissioner Kupwara_IDA),IDA,10,4949431.0,32.4,1,0.0006,15.0
IDA:JAMTARA(Deputy Commissioner Jamtara_IDA),JAMTARA(Deputy Commissioner Jamtara_IDA),IDA,79,22200000.0,31.9,0,0.0006,15.0
IDA:PALI(DISTRICT COLLECTOR PALI_IDA),PALI(DISTRICT COLLECTOR PALI_IDA),IDA,8,8155790.0,29.9,0,0.0006,15.0
IDA:ARARIA(DISTRICT PLANNING OFFICER ARARIA_IDA),ARARIA(DISTRICT PLANNING OFFICER ARARIA_IDA),IDA,26,62323127.0,19.4,0,0.0006,15.0
IDA:Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA),Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA),IDA,1,198692.0,33.5,0,0.0006,15.0
IDA:Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),IDA,79,40133854.0,17.9,0,0.0006,15.0
IDA:SHAMLI(DISTRICT MAGISTRATE SHAMLI_IDA),SHAMLI(DISTRICT MAGISTRATE SHAMLI_IDA),IDA,7,9688973.0,40.2,1,0.0006,15.0
IDA:NUH(Deputy Commissioner Nuh),NUH(Deputy Commissioner Nuh),IDA,1,322000.0,42.1,0,0.0006,15.0
IDA:SHOPIAN(Deputy Commissioner Shopian_IDA),SHOPIAN(Deputy Commissioner Shopian_IDA),IDA,3,1410100.0,23.0,0,0.0006,15.0
IDA:PHEK(Deputy Commissioner Phek_IDA),PHEK(Deputy Commissioner Phek_IDA),IDA,1,500000.0,32.5,0,0.0006,15.0
IDA:Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),IDA,20,6150000.0,38.0,0,0.0006,15.0
IDA:HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA),HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA),IDA,11,5792250.0,25.1,0,0.0006,15.0
