work_id,state,ida,mp_name,constituency,work_category,work_description_clean,recommended_dt,sanction_dt,sanction_amount,sanction_delay_days,work_status,v1_anomaly_score,cost_anomaly_score,delay_anomaly_score,duplicate_score,fund_utilization_score,v1_contrib,cost_contrib,delay_contrib,duplicate_contrib,fund_contrib,base_weighted_sum,max_signal,composite_risk_score,risk_level,risk_reasons
WS/MP18213/2024-2025/156562-Street lights,Uttar Pradesh,ETAH(DISTRICT MAGISTRATE ETAH_IDA),DEVESH SHAKYA,ETAH,Normal/Others,"nagar panchayat marhara ke dargah sharif masjid ke pass Mo,9412511125.",2024-12-02,2024-12-17,240689.0,15,Physical Inspection,5.5,15.0,15.0,0.0,15.0,2.2,2.25,2.25,0.0,2.25,8.95,15.0,12.6,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18213/2024-2025/156563-Street lights,Uttar Pradesh,ETAH(DISTRICT MAGISTRATE ETAH_IDA),DEVESH SHAKYA,ETAH,Normal/Others,"gram panchayat bharthara dewkishan ke amberpur mein mahirpal ghar ke pass tirahe par Mo,7300659175",2024-12-02,2024-12-17,240689.0,15,Physical Inspection,5.5,15.0,15.0,0.0,15.0,2.2,2.25,2.25,0.0,2.25,8.95,15.0,12.6,Low,🟢 Project parameters within standard baseline bounds.
WS/MP812/2024-2025/156565-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,Normal/Others,DISTRIC MAGISTRATE OFFICE ME HIGH MAST KI STHAPANA,2024-12-02,2025-03-03,236234.0,91,Physical Inspection,3.9,15.0,45.0,0.0,15.0,1.56,2.25,6.75,0.0,2.25,12.81,45.0,32.1,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18057/2024-2025/156566-Purchase of smart boards, visual display units and projectors",Gujarat,SURAT(DISTRICT COLLECTOR SURAT_IDA),MUKESHKUMAR CHANDRAKAANT DALAL,SURAT,Normal/Others,"In Ward 21, allocate one smart board to School No. 30 under the Nagar Primary Education Committee.",2024-12-02,2025-03-29,275500.0,117,Physical Inspection,8.4,15.0,45.0,0.0,15.0,3.36,2.25,6.75,0.0,2.25,14.61,45.0,32.8,Low,🟢 Project parameters within standard baseline bounds.
WS/MP812/2025-2026/156567-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,Normal/Others,DISTRIC MAGISTRATE OFFICE ME TREASURY OFFICE KE PAS HIGH MAST KI STHAPANA,2024-12-02,2025-07-24,236234.0,234,Physical Inspection,7.8,15.0,75.0,0.0,15.0,3.12,2.25,11.25,0.0,2.25,18.87,75.0,52.5,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 234 days.
WS/MP812/2024-2025/156568-Lighting of public spaces,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Vijay Kumar Dubey,KUSHI NAGAR,Normal/Others,VIKAS BHAWAN ME HIGH MAST KI STHAPANA,2024-12-02,2025-03-03,236234.0,91,Physical Inspection,3.9,15.0,45.0,0.0,15.0,1.56,2.25,6.75,0.0,2.25,12.81,45.0,32.1,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18213/2024-2025/156569-Street lights,Uttar Pradesh,Kasganj(DISTRICT MAGISTRATE KASGANJ KANSHIRAMNAGAR_IDA),DEVESH SHAKYA,ETAH,Normal/Others,"gram panchayat nagala patvariyan mein gaon ke madhya tirahe par, Pappu Shakaya  Pradhan Mo9675047036.",2024-12-02,2025-03-20,240915.0,108,Physical Inspection,3.9,15.0,45.0,0.0,15.0,1.56,2.25,6.75,0.0,2.25,12.81,45.0,32.1,Low,🟢 Project parameters within standard baseline bounds.
WS/MP348/2024-2025/156571-Purchase of vans and buses for educational institutions,Kerala,THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA),Shri Benny Behanan,CHALAKUDY,Normal/Others,"PURCHASE OF SCHOOL BUS TO SNDP HSS PALISSERY, ANNAMANADA GP",2024-12-02,2025-03-20,1797779.0,108,Physical Inspection,23.7,15.0,45.0,0.0,15.0,9.48,2.25,6.75,0.0,2.25,20.73,45.0,35.3,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP348/2025-2026/156573-Purchase of ambulances (Four, three and two wheelers)",Kerala,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Shri Benny Behanan,CHALAKUDY,Normal/Others,"PURCHASE OF  AMBULANCE  FOR TALUQ  HEAD  QUARTERS  HOSPITAL,  PERUMBAVOOR  MUNICIPALITY",2024-12-02,2025-10-17,1926300.0,319,Work partially Completed,45.0,15.0,75.0,0.0,15.0,18.0,2.25,11.25,0.0,2.25,33.75,75.0,58.5,Medium,🔴 Delay anomaly: Recommendation-to-sanction lag of 319 days.
"WS/MP18251/2024-2025/156580-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,Normal/Others,CONSTRUCTION OF CONCRETE ROAD & UNDERGROUND DWC PIPE DRAIN AT PANCHANANTALA FROM H/O ANUPAM PAIN TO H/O SUSANTA SARDAR AT WARD NO. 04 UNDER BARUIPUR MUNICIPALITY IN BARUIPUR PASCHIM AC,2024-12-24,2025-02-12,298784.0,50,Physical Inspection,11.6,15.0,15.0,0.0,15.0,4.64,2.25,2.25,0.0,2.25,11.39,15.0,13.6,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18051/2024-2025/156581-Street lights,Chhattisgarh,MAHASAMUND(DISTRICT COLLECTOR MAHASAMUND_IDA),ROOP KUMARI CHOUDHARY,MAHASAMUND,Normal/Others,HIGHT MASK LIGHT,2024-12-02,2024-12-17,999527.0,15,Physical Inspection,16.9,15.0,15.0,100.00000000000003,15.0,6.76,2.25,2.25,15.0,2.25,28.509999999999998,100.00000000000003,71.4,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
"WS/MP18251/2024-2025/156585-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,Normal/Others,CONSTRUCTION OF CONCRETE ROAD & UNDERGROUND DWC PIPE DRAIN AT NALGARA ROAD FROM H/O SAMSUR ALI SEKH TO H/O AJGAR SEKH AT WARD NO. 05 UNDER BARUIPUR MUNICIPALITY IN BARUIPUR PASCHIM AC,2024-12-24,2025-02-12,298251.0,50,Physical Inspection,11.6,15.0,15.0,0.0,15.0,4.64,2.25,2.25,0.0,2.25,11.39,15.0,13.6,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP446/2024-2025/156588-Construction of roads, link roads, pathways or any other road with or without drainage system",Madhya Pradesh,PANNA(DISTRICT COLLECTOR PANNA_IDA),Vishnu Dutt Sharma,KHAJURAHO,Normal/Others,"CC ROAD NIRMAN MUKHYA SADAK SE RAM JANKI MANDIR KI OR, GRAM SINGHAURA, GRAM PANCHAYAT SINGHAURA, JANPAD PANCHAYAT GUNOUR, JILA PANNA",2024-12-02,2024-12-05,2422881.0,3,Physical Inspection,31.2,15.0,15.0,0.0,15.0,12.48,2.25,2.25,0.0,2.25,19.23,31.2,26.4,Low,🟢 Project parameters within standard baseline bounds.
WS/MP446/2025-2026/156589-Improvement of electricity distribution infrastructure,Madhya Pradesh,PANNA(DISTRICT COLLECTOR PANNA_IDA),Vishnu Dutt Sharma,KHAJURAHO,Normal/Others,"GRAM SINGHAURA PANDAV PRAYAG ME VIDYUTIKARAN KARY. GRAM PANCHAYAT SINGHAURA, JANPAD PANCHAYAT GUNOUR, JILA PANNA",2024-12-02,2025-04-22,987066.0,141,Physical Inspection,16.3,15.0,45.0,0.0,15.0,6.52,2.25,6.75,0.0,2.25,17.77,45.0,34.1,Low,🟢 Project parameters within standard baseline bounds.
WS/MP446/2024-2025/156590-Construction of rooms and halls in school and colleges,Madhya Pradesh,PANNA(DISTRICT COLLECTOR PANNA_IDA),Vishnu Dutt Sharma,KHAJURAHO,Trust and Society,"SARASWATI SHISHU MANDIR PANNA ME ATIRIKT KAKSH NIRMAN, PANNA, JILA PANNA",2024-12-02,2025-01-16,1500000.0,45,Physical Inspection,47.2,15.0,15.0,0.0,15.0,18.88,2.25,2.25,0.0,2.25,25.63,47.2,38.6,Low,🟠 Category signal: Special entity category 'Trust and Society'.
"WS/MP18251/2024-2025/156591-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,Normal/Others,CONSTRUCTION OF CONCRETE ROAD & UNDERGROUND DWC PIPE DRAIN AT SAHAPARA FROM H/O BASUDEV NASKAR TO H/O SUBRATA HALDER AT WARD NO. 07 UNDER BARUIPUR MUNICIPALITY IN BARUIPUR PASCHIM AC,2024-12-24,2025-02-12,297621.0,50,Physical Inspection,11.6,15.0,15.0,0.0,15.0,4.64,2.25,2.25,0.0,2.25,11.39,15.0,13.6,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18251/2024-2025/156593-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,Normal/Others,CONSTRUCTION OF CONCRETE ROAD & UNDERGROUND DWC PIPE DRAIN AT NABIN CHANDRA ROAD (RAMHARI PALLY) FROM H/O REKHA HALDER TO H/O MAHADEB BAIDYA AT WARD NO. 08 UNDER BARUIPUR MUNICIPALITY IN BARUIPUR PASCHIM AC,2024-12-24,2025-02-12,297461.0,50,Physical Inspection,11.6,15.0,15.0,0.0,15.0,4.64,2.25,2.25,0.0,2.25,11.39,15.0,13.6,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18051/2024-2025/156595-Construction of buildings for community cultural activities,Chhattisgarh,GARIYABAND(Collectro Gariaband_IDA),ROOP KUMARI CHOUDHARY,MAHASAMUND,Normal/Others,GRAM RANIPARTEWA NISHAD PARA ME SAMUDAYIK BHAWAN NIRMAN,2024-12-02,2025-01-10,800000.0,39,Work partially Completed,32.9,15.0,15.0,0.0,15.0,13.16,2.25,2.25,0.0,2.25,19.91,32.9,27.7,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18251/2024-2025/156596-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,Normal/Others,CONSTRUCTION OF CONCRETE ROAD & UNDERGROUND DWC PIPE DRAIN FROM H/O MURARI MONDAL TO H/O CHINMOY BOSE & H/O ANUPAM GHOSH TO SITALA MANDIR AT WARD NO. 11 UNDER BARUIPUR MUNICIPALITY IN BARUIPUR PASCHIM AC,2024-12-24,2025-02-12,299463.0,50,Physical Inspection,11.6,15.0,15.0,0.0,15.0,4.64,2.25,2.25,0.0,2.25,11.39,15.0,13.6,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18251/2024-2025/156598-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,Normal/Others,CONSTRUCTION OF CONCRETE ROAD & UNDERGROUND DWC PIPE DRAIN AT PAYLA DANGA FROM H/O JAHAR DUTTA TO VINAYAK APARTMENT AT WARD NO. 14 UNDER BARUIPUR MUNICIPALITY IN BARUIPUR PASCHIM AC,2024-12-24,2025-02-12,296010.0,50,Physical Inspection,11.7,15.0,15.0,0.0,15.0,4.68,2.25,2.25,0.0,2.25,11.43,15.0,13.6,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18251/2024-2025/156599-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,Normal/Others,CONSTRUCTION OF CONCRETE ROAD & UNDERGROUND DWC PIPE DRAIN AT UKIL PARA FROM H/O MADHUMITA NAIYA TO H/O ASIT NANDY AT WARD NO. 15 UNDER BARUIPUR MUNICIPALITY IN BARUIPUR PASCHIM AC,2024-12-24,2025-02-12,297653.0,50,Physical Inspection,11.6,15.0,15.0,0.0,15.0,4.64,2.25,2.25,0.0,2.25,11.39,15.0,13.6,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18251/2025-2026/156600-Providing drains and gutters for public drainage,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,Normal/Others,CONSTRUCTION OF CONCRETE COVER DRAIN AT VILLAGE DHOPAGACHHI FROM H/O BASANTA MONDAL TO H/O MAJID LASKAR (SHOP) UNDER KALYANPUR GP UNDER BARUIPUR PASCHIM AC,2024-12-24,2025-04-07,500000.0,104,Physical Inspection,11.5,15.0,45.0,0.0,15.0,4.6,2.25,6.75,0.0,2.25,15.85,45.0,33.3,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18251/2024-2025/156601-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,Normal/Others,CONSTRUCTION OF CONCRETE ROAD AT VILL: BENIADANGA FROM GARDEN OF KHUDI TO H/O ABUL UNDER HARIHARPUR GP UNDER BARUIPUR PASCHIM AC,2024-12-24,2025-02-27,500000.0,65,Physical Inspection,11.3,15.0,15.0,0.0,15.0,4.52,2.25,2.25,0.0,2.25,11.27,15.0,13.5,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18251/2024-2025/156602-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,Normal/Others,CONSTRUCTION OF CONCRETE ROAD IN VILL: PETUA FROM SARDARPARA TO AULIAPUR UNDER MALLIKPUR GP UNDER BARUIPUR PASCHIM AC,2024-12-24,2025-02-27,500000.0,65,Physical Inspection,11.3,15.0,15.0,0.0,15.0,4.52,2.25,2.25,0.0,2.25,11.27,15.0,13.5,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18251/2024-2025/156603-Construction of public libraries and reading rooms,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,Repair and Renovation,"RENOVATION OF PUBLIC LIBRARY AT VILL: BELIAGHATA, RANA-BELIAGHATA SCHOOL UNDER DHAPDHAPI 1 GP UNDER BARUIPUR PASCHIM AC",2024-12-24,2025-02-27,500000.0,65,Physical Inspection,45.1,15.0,15.0,0.0,15.0,18.04,2.25,2.25,0.0,2.25,24.79,45.1,37.0,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18251/2024-2025/156604-Construction of roads, link roads, pathways or any other road with or without drainage system",West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,Normal/Others,CONSTRUCTION OF CONCRETE ROAD  AT VILL: CHANDANPUKUR FROM H/O PUSPA PARBAT TO H/O PURNIMA MONDAL UNDER SIKHARBALI II GP UNDER BARUIPUR PASCHIM AC,2024-12-24,2025-02-27,500000.0,65,Physical Inspection,11.3,15.0,15.0,0.0,15.0,4.52,2.25,2.25,0.0,2.25,11.27,15.0,13.5,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18251/2025-2026/156605-Installing community drinking water plants,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,Normal/Others,INSTALLATION OF 1 NOS. OF WATER ATM COUNTER AT VILLAGE SHANKARPUR HAT UNDER SHANKARPUR I GP UNDER BARUIPUR PASCHIM AC,2024-12-24,2025-04-07,600000.0,104,Work Completed,26.2,15.0,45.0,0.0,15.0,10.48,2.25,6.75,0.0,2.25,21.73,45.0,35.7,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18058/2024-2025/156606-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,VADODARA(DISTRICT COLLECTOR VADODARA_IDA),DR. HEMANG JOSHI,VADODARA,Normal/Others,Rajpura khaki kankumata mandir thi kesrisinh jansinh na makan sudhi RCC road ni kamgiri,2024-12-10,2025-01-04,234000.0,25,Physical Inspection,11.2,15.0,15.0,0.0,15.0,4.48,2.25,2.25,0.0,2.25,11.23,15.0,13.5,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18058/2024-2025/156607-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,VADODARA(DISTRICT COLLECTOR VADODARA_IDA),DR. HEMANG JOSHI,VADODARA,Normal/Others,Madhav nagar ma kanubhai darji na makan thi mhakadi mandir thi dasharath karchiya main road sudhi paver block ni kamgiri,2024-12-10,2025-01-28,500000.0,49,Physical Inspection,9.4,15.0,15.0,0.0,15.0,3.76,2.25,2.25,0.0,2.25,10.51,15.0,13.2,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18058/2024-2025/156608-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,VADODARA(DISTRICT COLLECTOR VADODARA_IDA),DR. HEMANG JOSHI,VADODARA,Normal/Others,Goraj gampanchayt (popadipura)Prathmik sada na medan ma paver block n kamgiri,2024-12-10,2025-01-04,250000.0,25,Physical Inspection,11.5,15.0,15.0,0.0,15.0,4.6,2.25,2.25,0.0,2.25,11.35,15.0,13.5,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18058/2024-2025/156609-Providing supply pipelines for drinking water,Gujarat,VADODARA(DISTRICT COLLECTOR VADODARA_IDA),DR. HEMANG JOSHI,VADODARA,Normal/Others,Anagadh gam hathipur bor thi laxman Bhagat na ghar sushi pani ni line ni kamagiri,2024-12-10,2025-01-28,500000.0,49,Physical Inspection,9.4,15.0,15.0,0.0,15.0,3.76,2.25,2.25,0.0,2.25,10.51,15.0,13.2,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18058/2024-2025/156611-Construction of common work sheds/ common covered sitting area,Gujarat,VADODARA(DISTRICT COLLECTOR VADODARA_IDA),DR. HEMANG JOSHI,VADODARA,Normal/Others,Jarod kumar parthmik sada ma shed banavva ni kamgiri,2024-12-10,2025-01-04,500000.0,25,Physical Inspection,10.7,15.0,15.0,0.0,15.0,4.28,2.25,2.25,0.0,2.25,11.030000000000001,15.0,13.4,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18058/2024-2025/156612-Construction of common work sheds/ common covered sitting area,Gujarat,VADODARA(DISTRICT COLLECTOR VADODARA_IDA),DR. HEMANG JOSHI,VADODARA,Normal/Others,Kotwali gam mi balwadi ma shed ni kamgiri,2024-12-10,2025-01-28,300000.0,49,Physical Inspection,9.0,15.0,15.0,0.0,15.0,3.6,2.25,2.25,0.0,2.25,10.35,15.0,13.1,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18058/2024-2025/156613-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,VADODARA(DISTRICT COLLECTOR VADODARA_IDA),DR. HEMANG JOSHI,VADODARA,Normal/Others,DHANORA GAMPANCHYAT (RAMPURA) MUKAME BADIYADEV MANDIR THI JOGNI MATAJI MANDIR SUDHI RCC ROAD NI KAMGIRI,2024-12-10,2025-01-28,500000.0,49,Physical Inspection,9.4,15.0,15.0,0.0,15.0,3.76,2.25,2.25,0.0,2.25,10.51,15.0,13.2,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18058/2024-2025/156614-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,VADODARA(DISTRICT COLLECTOR VADODARA_IDA),DR. HEMANG JOSHI,VADODARA,Normal/Others,ANAGADH GAM RAMJI MANDIR NI BAJU NI JAGYA MA PAVER BLOCK NI KAMGIRI,2024-12-10,2025-01-28,500000.0,49,Physical Inspection,9.4,15.0,15.0,0.0,15.0,3.76,2.25,2.25,0.0,2.25,10.51,15.0,13.2,Low,🟢 Project parameters within standard baseline bounds.
"WS/MP18058/2024-2025/156615-Construction of roads, link roads, pathways or any other road with or without drainage system",Gujarat,VADODARA(DISTRICT COLLECTOR VADODARA_IDA),DR. HEMANG JOSHI,VADODARA,Normal/Others,DHANORA GRAMPANCHAYT (RAMPURA) MUKAME GAM TADAV THI SIM TARAF RCC ROAD NI KAMGIRI,2024-12-10,2025-01-28,500000.0,49,Physical Inspection,9.4,15.0,15.0,0.0,15.0,3.76,2.25,2.25,0.0,2.25,10.51,15.0,13.2,Low,🟢 Project parameters within standard baseline bounds.
WS/MP18251/2024-2025/156616-Street lights,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,Normal/Others,"INSTALLATION OF 15 NOS. OF SOLAR STREET LIGHT (WITH 6 MTR. G.I. POLE & 1 NO. 20 WATT LED BULB) AT VILLAGE SANKARPUR, NOR, DURGA, RAJGHARA, GANGADUARA, BALBALIA, AND KESHABPUR UNDER BARUIPUR PASCHIM AC",2024-12-24,2025-03-19,517500.0,85,Physical Inspection,10.6,15.0,15.0,0.0,15.0,4.24,2.25,2.25,0.0,2.25,10.99,15.0,13.4,Low,🟢 Project parameters within standard baseline bounds.
WS/MP416/2024-2025/156626-Street lights,Bihar,DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA),Ashok Kumar Yadav,MADHUBANI,Normal/Others,Supply And installation Mini High Mast Lightning System AT Keoti Ranwe Chowk block Keoti darbhanga,2024-12-04,2025-03-01,495000.0,87,Physical Inspection,8.9,15.0,15.0,0.0,15.0,3.56,2.25,2.25,0.0,2.25,10.31,15.0,13.1,Low,🟢 Project parameters within standard baseline bounds.
